name,type,episodes,members,score_members,rating,genre,dates,Description,Image-SRC,english_name,url
Rurouni Kenshin: Meiji Kenkaku Romantan,TV,94.0,429151.0,194690.0,8.3,"['Action', 'Adventure', 'Comedy', 'Romance', 'Historical', 'Samurai', 'Shounen']",        Jan 1996 - Sep 1998,"['In the final years of the Bakumatsu era lived a legendary assassin known as Hitokiri Battousai. Feared as a merciless killer, he was unmatched throughout the country, but mysteriously disappeared at the peak of the Japanese Revolution. It has been ten peaceful years since then, but the very mention of Battousai still strikes terror into the hearts of war veterans.\n\r\nUnbeknownst to them, Battousai has abandoned his bloodstained lifestyle in an effort to repent for his sins, now living as Kenshin Himura, a wandering swordsman with a cheerful attitude and a strong will. Vowing never to kill again, Kenshin dedicates himself to protecting the weak. One day, he stumbles across Kaoru Kamiya at her kendo dojo, which is being threatened by an impostor claiming to be Battousai. After receiving help from Kenshin, Kaoru allows him to stay at the dojo, and so the former assassin temporarily ceases his travels.\n\nRurouni Kenshin: Meiji Kenkaku Romantan tells the story of Kenshin as he strives to save those in need of saving. However, as enemies from both past and present begin to emerge, will the reformed killer be able to uphold his new ideals?\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/13/7548.jpg,Rurouni Kenshin,https://myanimelist.net/anime/45/Rurouni_Kenshin__Meiji_Kenkaku_Romantan
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,13.0,1302211.0,810554.0,8.3,"['Comedy', 'Drama', 'Romance', 'Supernatural', 'School']",        Oct 2018 - Dec 2018,"['The rare and inexplicable Puberty Syndrome is thought of as a myth. It is a rare disease which only affects teenagers, and its symptoms are so supernatural that hardly anyone recognizes it as a legitimate occurrence. However, high school student Sakuta Azusagawa knows from personal experience that it is very much real, and happens to be quite prevalent in his school.\n\r\nMai Sakurajima is a third-year high school student who gained fame in her youth as a child actress, but recently halted her promising career for reasons unknown to the public. With an air of unapproachability, she is well known throughout the school, but none dare interact with her—that is until Sakuta sees her wandering the library in a bunny girl costume. Despite the getup, no one seems to notice her, and after confronting her, he realizes that she is another victim of Puberty Syndrome. As Sakuta tries to help Mai through her predicament, his actions bring him into contact with more girls afflicted with the elusive disease.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/1301/93586.jpg,Rascal Does Not Dream of Bunny Girl Senpai,https://myanimelist.net/anime/37450/Seishun_Buta_Yarou_wa_Bunny_Girl_Senpai_no_Yume_wo_Minai
Tsubasa: Tokyo Revelations,OVA,3.0,86897.0,41953.0,8.3,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance', 'Shounen']",        Nov 2007 - Mar 2008,"['Continuing their journey from Record Country (the place that held the book of memories), Syaoran and company land into Tokyo Country, a blood-filled country under war from opposing factions for natural resources and survival. While reluctantly involved in the race to live, the group faces their own problems as certain revelations are made, changing their journey forever.\n\r\nA shocking betrayal and a battle that risks all of their lives. After this revelation, they will never be the same again.']",https://cdn.myanimelist.net/images/anime/4/49129.jpg,Tsubasa RESERVoir CHRoNiCLE: Tokyo Revelations,https://myanimelist.net/anime/2685/Tsubasa__Tokyo_Revelations
Beck,TV,26.0,289488.0,120329.0,8.3,"['Comedy', 'Drama', 'SliceofLife', 'Music', 'Shounen']",        Oct 2004 - Mar 2005,"['Fourteen-year-old Yukio ""Koyuki"" Tanaka is a dispirited young boy with no goals in life. However, this all changes when Koyuki saves a strange-looking dog named Beck from being harassed by a group of local kids. The dog\'s owner, 16-year-old Ryuusuke ""Ray"" Minami, is an emerging guitarist and the former member of a popular rock band. \n\r\nAfter Koyuki meets Ray again in a diner, the older boy leads him to his former band\'s meeting place and dazzles Koyuki with his amazing guitar skills. Slowly becoming interested in the glamour of western rock culture, Koyuki decides to start playing the guitar while helping Ray achieve his dream of leading the ultimate rock band. Together with Ray\'s younger sister Maho and a few other members, the two boys launch their career into the world of rock by forming a band called BECK. Beck follows the group\'s struggles and successes as they spread their fame across Japan.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/11/11636.jpg,Beck: Mongolian Chop Squad,https://myanimelist.net/anime/57/Beck
Detective Conan Movie 06: The Phantom of Baker Street,Movie,1.0,66113.0,39676.0,8.3,"['Adventure', 'Mystery', 'Police', 'Shounen']",        Apr 2002 - Apr 2002,"[""Noah's Ark—the latest in VR technology and a milestone of human innovation—is set for a showcase to Japan's privileged children. They have the honour of beginning a new revolution in gaming; however, their carefree fun is cut short when a company employee is found murdered, with his dying message pointing to a clue hidden within the Ark.\n\r\nAlong with the Detective Boys and Ran Mouri, Conan Edogawa enters Noah's Ark to solve this mystery and ensure the perpetrator is caught. But once they're inside the Ark, it takes on a mind of its own, imprisoning them and the children within its worlds. To escape and bring the murderer to justice, Conan and company must navigate a simulated 19th century London and track down the infamous Jack the Ripper—with the lives of 50 innocent children depending on them.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/1400/94320.jpg,Case Closed: The Phantom of Baker Street,https://myanimelist.net/anime/1365/Detective_Conan_Movie_06__The_Phantom_of_Baker_Street
Diamond no Ace: Second Season,TV,51.0,115600.0,61551.0,8.3,"['Comedy', 'Sports', 'School', 'Shounen']",        Apr 2015 - Mar 2016,"['After the National Tournament, the Seidou High baseball team moves forward with uncertainty as the Fall season quickly approaches. In an attempt to build a stronger team centered around their new captain, fresh faces join the starting roster for the very first time. Previous losses weigh heavily on the minds of the veteran players as they continue their rigorous training, preparing for what will inevitably be their toughest season yet.\n\r\nRivals both new and old stand in their path as Seidou once again climbs their way toward the top, one game at a time. Needed now more than ever before, Furuya and Eijun must be determined to pitch with all their skill and strength in order to lead their team to victory. And this time, one of these young pitchers may finally claim that coveted title: ""The Ace of Seidou.""\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/9/74398.jpg,Ace of Diamond: Second Season,https://myanimelist.net/anime/30230/Diamond_no_Ace__Second_Season
Hibike! Euphonium 2,TV,13.0,188611.0,95484.0,8.3,"['Drama', 'Music', 'School']",        Oct 2016 - Dec 2016,"[""Following their success in the qualifying round for the Kansai regional competition, the members of the Kitauji High School concert band set their sights on the next upcoming performance. Utilizing their summer break to the utmost, the band participates in a camp where they are instructed by their band advisor Noboru Taki and his friends who make their living as professional musicians.\n\r\nKumiko Oumae and her friends remain determined to attain gold at the Kansai competition, but trouble arises when a student who once quit the band shows interest in rejoining and sparks unpleasant memories for the second-year members. Kumiko also learns about her teacher's surprising past and the motivation behind his desire to lead the band to victory. Reaching nationals will require hard work, and the adamant conviction in each student's commitment to the band will be put to the test.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/10/81155.jpg,Sound! Euphonium 2,https://myanimelist.net/anime/31988/Hibike_Euphonium_2
Initial D First Stage,TV,26.0,281647.0,140118.0,8.3,"['Action', 'Drama', 'Sports', 'Cars', 'Seinen']",        Apr 1998 - Dec 1998,"['Unlike his friends, Takumi Fujiwara is not particularly interested in cars, with little to no knowledge about the world of car enthusiasts and street racers. The son of a tofu shop owner, he is tasked to deliver tofu every morning without fail, driving along the mountain of Akina. Thus, conversations regarding cars or driving in general would only remind Takumi of the tiring daily routine forced upon him.\n\r\nOne night, the Akagi Red Suns, an infamous team of street racers, visit the town of Akina to challenge the local mountain pass. Led by their two aces, Ryousuke and Keisuke Takahashi, the Red Suns plan to conquer every racing course in Kanto, establishing themselves as the fastest crew in the region. However, much to their disbelief, one of their aces is overtaken by an old Toyota AE86 during a drive back home from Akina. After the incident, the Takahashi brothers are cautious of a mysterious driver geared with remarkable technique and experience in the local roads—the AE86 of Mount Akina.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/13/6801.jpg,,https://myanimelist.net/anime/185/Initial_D_First_Stage
Ashita no Joe,TV,79.0,69273.0,16014.0,8.29,"['Action', 'Drama', 'SliceofLife', 'Sports', 'Shounen']",        Apr 1970 - Sep 1971,"[""Joe Yabuki is a troubled youth, whose only solution to problems is throwing punches at them. What he lacks in manners and discipline, he makes up for with his self-taught fighting skills.\n\r\nOne day, while wandering the slums of Doya, Joe gets into a fight with the local gang. Although greatly outnumbered, he effortlessly defeats them, drawing the attention of Danpei Tange—a former boxing coach turned alcoholic. Seeing his potential, he offers to train Joe into Japan's greatest boxer. At first, Joe dismisses Danpei as a hopeless drunk; but after the trainer saves his life, he agrees to live with him and learn the art of boxing. Unfortunately, Joe's personality makes him an unruly student, and he often falls back to his old ways.\n\r\nTo survive the harsh world of his new career, Joe needs to trust his mentor and master the techniques taught to him. However, the road to becoming a professional boxer is rife with struggles that will test his mettle to the end.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/5/64671.jpg,Tomorrow's Joe,https://myanimelist.net/anime/2402/Ashita_no_Joe
Bakemono no Ko,Movie,1.0,355858.0,191234.0,8.29,"['Adventure', 'Supernatural']",        Jul 2015 - Jul 2015,"[""Two souls, living very different lives, wander alone and isolated in their respective worlds. For nine-year-old Ren, the last person who treated him with any form of kindness has been killed and he is shunned by what is left of his family. With no parents, no real family, and no place to go, Ren escapes into the confusing streets and alleyways of Shibuya. Through the twists and turns of the alleys, Ren stumbles into the intimidating Kumatetsu, who leads him to the beast realm of Shibuten.\n\r\nFor Kumatetsu, the boy represents a chance for him to become a candidate to replace the Lord of the realm once he retires. While nearly unmatched in combat, Kumatetsu's chilly persona leaves him with no disciples to teach and no way to prove he is worthy of becoming the Lord's successor. \n\r\nWhile the two share different goals, they agree to help each other in order to reach them. Kumatetsu searches for recognition; Ren, now known as Kyuuta, searches for the home he never had. As the years pass by, it starts to become apparent that the two are helping each other in more ways than they had originally thought. Perhaps there has always been less of a difference between them, a boy and a beast, than either of the two ever realized.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/11/73540.jpg,The Boy and the Beast,https://myanimelist.net/anime/28805/Bakemono_no_Ko
